athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Russell, Masai",Kentucky,SEC,100H,2022,JR-3,,,12.96,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,-0.3,Outdoor,https://www.tfrrs.org/results/74844/4557141/SEC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,55.44,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4555617/SEC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,56.32,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4555617/SEC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,50.74,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,51.92,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2022,SO-2,,,52.70,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Wilson, Meg",Kentucky,SEC,Long Jump,2022,FR-1,,,5.89,m,SEC Outdoor Track & Field Championships,2022-05-12,,,-0.2,Outdoor,https://www.tfrrs.org/results/74844/4557129/SEC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Ballard, Shadajah",Kentucky,SEC,100H,2022,SO-2,,,13.55,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.0,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,100H,2022,SO-2,,,13.78,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.5,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2022,JR-3,,,12.84,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.5,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2022,JR-3,,,12.89,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.2,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,55.36,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566131/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,57.98,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566131/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,51.24,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,51.65,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2022,SO-2,,,52.07,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2022,SO-2,,,52.14,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Williams, Annika",Kentucky,SEC,Long Jump,2022,SO-2,,,6.02,m,NCAA East Preliminary Round,2022-05-25,,,-1.1,Outdoor,https://www.tfrrs.org/results/75213/4566142/NCAA_East_Preliminary_Round/Long-Jump,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2022,JR-3,,,12.77,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,0.5,Outdoor,https://www.tfrrs.org/results/75224/4567522/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2022,JR-3,,,12.81,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,-0.2,Outdoor,https://www.tfrrs.org/results/75224/4567522/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,55.83,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567498/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,56.15,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567498/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,50.71,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567521/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,50.75,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567521/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2022,SO-2,,,51.73,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567521/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.12,seconds,Tiger Track Classic 2022,2022-03-18,,,0.2,Outdoor,https://www.tfrrs.org/results/70529/4425953/Tiger_Track_Classic_2022/100-Hurdles,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2022,SO-2,,,53.63,seconds,Tiger Track Classic 2022,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/70529/4425961/Tiger_Track_Classic_2022/400-Meters,TFRRS all_performances
"Nagbe, Pearl",South Carolina,SEC,400m,2022,SO-2,,,54.99,seconds,Tiger Track Classic 2022,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/70529/4425961/Tiger_Track_Classic_2022/400-Meters,TFRRS all_performances
"Hughes, Kiera",South Carolina,SEC,100H,2022,JR-3,,,16.03,seconds,Weems Baskin Relays,2022-03-25,,,1.1,Outdoor,https://www.tfrrs.org/results/73088/4440134/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,52.38,seconds,Weems Baskin Relays,2022-03-25,,,,Outdoor,https://www.tfrrs.org/results/73088/4440082/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2022,SO-2,,,54.00,seconds,Weems Baskin Relays,2022-03-25,,,,Outdoor,https://www.tfrrs.org/results/73088/4440082/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,12.95,seconds,Weems Baskin Invitational,2022-03-26,Final,1,wind-aided,Outdoor,https://gamecocksonline.com/news/2022/03/26/carolina-track-and-field-earns-13-victories-on-final-day-of-weems-baskin/,legacy_source_needs_review
"Glenn, Rachel",South Carolina,SEC,400H,2022,SO-2,,,56.43,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Hughes, Kiera",South Carolina,SEC,100H,2022,JR-3,,,15.99,seconds,Gamecock Invitational,2022-04-16,,,1.4,Outdoor,https://www.tfrrs.org/results/73089/4503378/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.21,seconds,Gamecock Invitational,2022-04-16,,,1.4,Outdoor,https://www.tfrrs.org/results/73089/4503378/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.22,seconds,Gamecock Invitational,2022-04-16,,,-0.7,Outdoor,https://www.tfrrs.org/results/73089/4503378/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
"Davis , Stephanie",South Carolina,SEC,400m,2022,SR-4,,,52.11,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,52.20,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2022,SO-2,,,53.14,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2022,SO-2,,,52.41,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Pyatt , Aaliyah",South Carolina,SEC,400m,2022,FR-1,,,53.42,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,12.99,seconds,UofSC Open,2022-04-23,,,0.4,Outdoor,https://www.tfrrs.org/results/73095/4519004/UofSC_Open/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,43.58,seconds,UofSC Open,2022-04-23,,,1.1,Outdoor,https://www.tfrrs.org/results/73095/4519004/UofSC_Open/100-Hurdles,TFRRS all_performances
"Glenn, Rachel",South Carolina,SEC,400H,2022,SO-2,,,57.60,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518992/UofSC_Open/400-Hurdles,TFRRS all_performances
"Davis , Stephanie",South Carolina,SEC,400m,2022,SR-4,,,52.05,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518990/UofSC_Open/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,51.96,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518990/UofSC_Open/400-Meters,TFRRS all_performances
"Nagbe, Pearl",South Carolina,SEC,400m,2022,SO-2,,,54.54,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518990/UofSC_Open/400-Meters,TFRRS all_performances
"Pyatt , Aaliyah",South Carolina,SEC,400m,2022,FR-1,,,54.00,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518990/UofSC_Open/400-Meters,TFRRS all_performances
"Reckling, Briana",South Carolina,SEC,400m,2022,SR-4,,,58.73,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518990/UofSC_Open/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2022,FR-1,,,53.47,seconds,UofSC Open,2022-04-23,,,,Outdoor,https://www.tfrrs.org/results/73095/4518990/UofSC_Open/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.23,seconds,Penn Relays,2022-04-28,,,0.5,Outdoor,https://www.tfrrs.org/results/74986/4539245/Penn_Relays/100-Hurdles,TFRRS all_performances
"Glenn, Rachel",South Carolina,SEC,400H,2022,SO-2,,,57.52,seconds,Penn Relays,2022-04-28,,,,Outdoor,https://www.tfrrs.org/results/74986/4539225/Penn_Relays/400-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.23,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,+0.0,Outdoor,https://www.tfrrs.org/results/74844/4557141/SEC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Glenn, Rachel",South Carolina,SEC,400H,2022,SO-2,,,56.78,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4555617/SEC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Glenn, Rachel",South Carolina,SEC,400H,2022,SO-2,,,57.09,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4555617/SEC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Davis , Stephanie",South Carolina,SEC,400m,2022,SR-4,,,52.70,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,51.70,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,52.59,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2022,SO-2,,,53.78,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Nagbe, Pearl",South Carolina,SEC,400m,2022,SO-2,,,55.52,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Pyatt , Aaliyah",South Carolina,SEC,400m,2022,FR-1,,,53.67,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2022,FR-1,,,53.85,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.15,seconds,SEC Outdoor Track & Field Championships,2022-05-14,Final,5,2.1,Outdoor,https://tfrrs.org/results/74844/4557141/SEC_Outdoor_Track__Field_Championships/Womens-100-Hurdles,legacy_source_needs_review
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.08,seconds,NCAA East Preliminary Round,2022-05-25,,,-1.2,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.18,seconds,NCAA East Preliminary Round,2022-05-25,,,-0.8,Outdoor,https://www.tfrrs.org/results/75213/4566148/NCAA_East_Preliminary_Round/100-Hurdles,TFRRS all_performances
"Davis , Stephanie",South Carolina,SEC,400m,2022,SR-4,,,52.01,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Davis , Stephanie",South Carolina,SEC,400m,2022,SR-4,,,52.58,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,51.84,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,51.90,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2022,SO-2,,,53.45,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Pyatt , Aaliyah",South Carolina,SEC,400m,2022,FR-1,,,53.28,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Pyatt , Aaliyah",South Carolina,SEC,400m,2022,FR-1,,,53.47,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2022,FR-1,,,55.17,seconds,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566146/NCAA_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,12.95,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,0.2,Outdoor,https://www.tfrrs.org/results/75224/4567522/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.07,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,-0.2,Outdoor,https://www.tfrrs.org/results/75224/4567522/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,51.62,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567521/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,54.73,seconds,NCAA Division I Outdoor Track & Field Championships,2022-06-08,,,,Outdoor,https://www.tfrrs.org/results/75224/4567521/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
