athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Lewis, Ajaysha",Arizona,Big 12,100H,2021,FR-1,,,14.57,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,1.1,Outdoor,https://www.tfrrs.org/results/67898/4129553/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/100-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,14.36,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,1.1,Outdoor,https://www.tfrrs.org/results/67898/4129553/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/100-Hurdles,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,100H,2021,FR-1,,,16.18,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,0.7,Outdoor,https://www.tfrrs.org/results/67898/4129553/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/100-Hurdles,TFRRS all_performances
"Blockburger, Alyssa",Arizona,Big 12,400m,2021,FR-1,,,55.81,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/67898/4129565/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/400-Meters,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400m,2021,JR-3,,,53.11,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/67898/4129565/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/400-Meters,TFRRS all_performances
"Montgomery, Athena",Arizona,Big 12,400m,2021,FR-1,,,56.85,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/67898/4129565/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/400-Meters,TFRRS all_performances
"Reinholz, Grace",Arizona,Big 12,400m,2021,FR-1,,,57.23,seconds,2021 Willie Williams Classic/Dave Murray Distance Carnival,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/67898/4129565/2021_Willie_Williams_Classic_Dave_Murray_Distance_Carnival/400-Meters,TFRRS all_performances
"Lewis, Ajaysha",Arizona,Big 12,100H,2021,FR-1,,,14.59,seconds,42nd Aztec Invitational,2021-03-25,,,-1.3,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,14.19,seconds,42nd Aztec Invitational,2021-03-25,,,-1.3,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,100H,2021,FR-1,,,16.09,seconds,42nd Aztec Invitational,2021-03-25,,,-0.6,Outdoor,https://www.tfrrs.org/results/67907/4150075/42nd_Aztec_Invitational/100-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400m,2021,JR-3,,,53.89,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150119/42nd_Aztec_Invitational/400-Meters,TFRRS all_performances
"Montgomery, Athena",Arizona,Big 12,400m,2021,FR-1,,,58.00,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150119/42nd_Aztec_Invitational/400-Meters,TFRRS all_performances
"Reinholz, Grace",Arizona,Big 12,400m,2021,FR-1,,,56.26,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150119/42nd_Aztec_Invitational/400-Meters,TFRRS all_performances
"Rhett, Morgan",Arizona,Big 12,400m,2021,FR-1,,,1:00.36,seconds,42nd Aztec Invitational,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/67907/4150119/42nd_Aztec_Invitational/400-Meters,TFRRS all_performances
"Lewis, Ajaysha",Arizona,Big 12,100H,2021,FR-1,,,14.20,seconds,2021 Jim Click Shootout,2021-04-10,,,0.9,Outdoor,https://www.tfrrs.org/results/68576/4188078/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,14.14,seconds,2021 Jim Click Shootout,2021-04-10,,,0.9,Outdoor,https://www.tfrrs.org/results/68576/4217262/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,100H,2021,FR-1,,,16.14,seconds,2021 Jim Click Shootout,2021-04-10,,,0.1,Outdoor,https://www.tfrrs.org/results/68576/4217262/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,56.61,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188094/2021_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Montgomery, Athena",Arizona,Big 12,400H,2021,FR-1,,,1:01.42,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188094/2021_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Reinholz, Grace",Arizona,Big 12,400m,2021,FR-1,,,56.30,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188074/2021_Jim_Click_Shootout/400-Meters,TFRRS all_performances
"Lewis, Ajaysha",Arizona,Big 12,100H,2021,FR-1,,,14.38,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,0.5,Outdoor,https://www.tfrrs.org/results/68926/4209678/2021_West_Coast_Classic-_Arizona/100-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,14.00,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,0.5,Outdoor,https://www.tfrrs.org/results/68926/4209678/2021_West_Coast_Classic-_Arizona/100-Hurdles,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,100H,2021,FR-1,,,16.22,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,0.3,Outdoor,https://www.tfrrs.org/results/68926/4209678/2021_West_Coast_Classic-_Arizona/100-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,57.35,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/68926/4209672/2021_West_Coast_Classic-_Arizona/400-Hurdles,TFRRS all_performances
"Montgomery, Athena",Arizona,Big 12,400H,2021,FR-1,,,1:01.55,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/68926/4209672/2021_West_Coast_Classic-_Arizona/400-Hurdles,TFRRS all_performances
"Reinholz, Grace",Arizona,Big 12,400m,2021,FR-1,,,56.86,seconds,2021 West Coast Classic- Arizona,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/68926/4209685/2021_West_Coast_Classic-_Arizona/400-Meters,TFRRS all_performances
"Lewis, Ajaysha",Arizona,Big 12,100H,2021,FR-1,,,14.20,seconds,2021 Desert Heat Classic,2021-05-01,,,0.4,Outdoor,https://www.tfrrs.org/results/69643/4244629/2021_Desert_Heat_Classic/100-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,14.04,seconds,2021 Desert Heat Classic,2021-05-01,,,0.4,Outdoor,https://www.tfrrs.org/results/69643/4244629/2021_Desert_Heat_Classic/100-Hurdles,TFRRS all_performances
"Walls, Abigail",Arizona,Big 12,100H,2021,FR-1,,,16.36,seconds,2021 Desert Heat Classic,2021-05-01,,,0.3,Outdoor,https://www.tfrrs.org/results/69643/4244629/2021_Desert_Heat_Classic/100-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,56.65,seconds,2021 Desert Heat Classic,2021-05-01,,,,Outdoor,https://www.tfrrs.org/results/69643/4244652/2021_Desert_Heat_Classic/400-Hurdles,TFRRS all_performances
"Montgomery, Athena",Arizona,Big 12,400H,2021,FR-1,,,1:00.86,seconds,2021 Desert Heat Classic,2021-05-01,,,,Outdoor,https://www.tfrrs.org/results/69643/4244652/2021_Desert_Heat_Classic/400-Hurdles,TFRRS all_performances
"Reinholz, Grace",Arizona,Big 12,400m,2021,FR-1,,,56.24,seconds,2021 Desert Heat Classic,2021-05-01,,,,Outdoor,https://www.tfrrs.org/results/69643/4244650/2021_Desert_Heat_Classic/400-Meters,TFRRS all_performances
"Lewis, Ajaysha",Arizona,Big 12,100H,2021,FR-1,,,14.20,seconds,Pac-12 Track & Field Championships,2021-05-14,,,-0.4,Outdoor,https://www.tfrrs.org/results/69474/4267128/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,13.84,seconds,Pac-12 Track & Field Championships,2021-05-14,,,-0.3,Outdoor,https://www.tfrrs.org/results/69474/4267120/Pac-12_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,57.00,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267110/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,57.77,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267110/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Montgomery, Athena",Arizona,Big 12,400H,2021,FR-1,,,1:01.21,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267110/Pac-12_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Reinholz, Grace",Arizona,Big 12,400m,2021,FR-1,,,56.55,seconds,Pac-12 Track & Field Championships,2021-05-14,,,,Outdoor,https://www.tfrrs.org/results/69474/4267147/Pac-12_Track__Field_Championships/400-Meters,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,56.65,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,56.88,seconds,NCAA Division I West Preliminary Round,2021-05-26,,,,Outdoor,https://www.tfrrs.org/results/70371/4272769/NCAA_Division_I_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
"Sieben, Skylar",Arizona,Big 12,100H,2021,SO-2,,,14.06,seconds,NCAA Division I Track & Field Championships,2021-06-09,,,-0.2,Outdoor,https://www.tfrrs.org/results/70445/4276695/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,55.70,seconds,NCAA Division I Track & Field Championships,2021-06-09,,,,Outdoor,https://www.tfrrs.org/results/70445/4276111/NCAA_Division_I_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Meisberger, Shannon",Arizona,Big 12,400H,2021,JR-3,,,56.63,seconds,NCAA Division I Track & Field Championships,2021-06-09,,,,Outdoor,https://www.tfrrs.org/results/70445/4276111/NCAA_Division_I_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,100H,2021,FR-1,,,15.16,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,1.6,Outdoor,https://www.tfrrs.org/results/68058/4203136/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/100-Hurdles,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,100H,2021,FR-1,,,15.30,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,1.1,Outdoor,https://www.tfrrs.org/results/68058/4203136/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/100-Hurdles,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,100H,2021,JR-3,,,14.64,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,1.7,Outdoor,https://www.tfrrs.org/results/68058/4203136/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/100-Hurdles,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,100H,2021,FR-1,,,14.71,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,1.1,Outdoor,https://www.tfrrs.org/results/68058/4203136/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/100-Hurdles,TFRRS all_performances
"Bingham, Kathryn",BYU,Big 12,400H,2021,FR-1,,,1:03.03,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,,Outdoor,https://www.tfrrs.org/results/68058/4130941/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/400-Hurdles,TFRRS all_performances
"Moon, Mylee",BYU,Big 12,400H,2021,FR-1,,,1:06.44,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,,Outdoor,https://www.tfrrs.org/results/68058/4130941/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/400-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,400H,2021,SO-2,,,1:02.34,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,,Outdoor,https://www.tfrrs.org/results/68058/4130941/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:03.42,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,,Outdoor,https://www.tfrrs.org/results/68058/4130941/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/400-Hurdles,TFRRS all_performances
"Bolli, Layne",BYU,Big 12,400m,2021,FR-1,,,58.06,seconds,UNLV Spring Invitational & Sheila Tarr-Smith Multis,2021-03-18,,,,Outdoor,https://www.tfrrs.org/results/68058/4130921/UNLV_Spring_Invitational__Sheila_Tarr-Smith_Multis/400-Meters,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,100H,2021,FR-1,,,15.46,seconds,2021 UVU Collegiate,2021-04-02,,,-0.7,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,100H,2021,JR-3,,,14.36,seconds,2021 UVU Collegiate,2021-04-02,,,-1.5,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,100H,2021,SO-2,,,14.03,seconds,2021 UVU Collegiate,2021-04-02,,,0.5,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,100H,2021,SO-2,,,14.06,seconds,2021 UVU Collegiate,2021-04-02,,,-1.5,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Tabugbo, Adaobi",BYU,Big 12,100H,2021,FR-1,,,13.85,seconds,2021 UVU Collegiate,2021-04-02,,,0.5,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Tabugbo, Adaobi",BYU,Big 12,100H,2021,FR-1,,,14.03,seconds,2021 UVU Collegiate,2021-04-02,,,-0.7,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,100H,2021,FR-1,,,14.95,seconds,2021 UVU Collegiate,2021-04-02,,,-1.4,Outdoor,https://www.tfrrs.org/results/69083/4171593/2021_UVU_Collegiate/100-Hurdles,TFRRS all_performances
"Bingham, Kathryn",BYU,Big 12,400H,2021,FR-1,,,1:00.75,seconds,2021 UVU Collegiate,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/69083/4171615/2021_UVU_Collegiate/400-Hurdles,TFRRS all_performances
"Moon, Mylee",BYU,Big 12,400H,2021,FR-1,,,1:03.88,seconds,2021 UVU Collegiate,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/69083/4171615/2021_UVU_Collegiate/400-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,400H,2021,SO-2,,,1:00.38,seconds,2021 UVU Collegiate,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/69083/4171615/2021_UVU_Collegiate/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:02.44,seconds,2021 UVU Collegiate,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/69083/4171615/2021_UVU_Collegiate/400-Hurdles,TFRRS all_performances
"Moon, Mylee",BYU,Big 12,400H,2021,FR-1,,,1:03.95,seconds,2021 Aggie Invitational,2021-04-09,,,,Outdoor,https://www.tfrrs.org/results/67857/4185188/2021_Aggie_Invitational/400-Hurdles,TFRRS all_performances
"Hart, Annalise",BYU,Big 12,400m,2021,FR-1,,,59.64,seconds,2021 Aggie Invitational,2021-04-09,,,,Outdoor,https://www.tfrrs.org/results/67857/4185201/2021_Aggie_Invitational/400-Meters,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,100H,2021,JR-3,,,14.13,seconds,2021 Jim Click Shootout,2021-04-10,,,0.9,Outdoor,https://www.tfrrs.org/results/68576/4217262/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,100H,2021,SO-2,,,14.08,seconds,2021 Jim Click Shootout,2021-04-10,,,0.9,Outdoor,https://www.tfrrs.org/results/68576/4188078/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Tabugbo, Adaobi",BYU,Big 12,100H,2021,FR-1,,,13.80,seconds,2021 Jim Click Shootout,2021-04-10,,,0.9,Outdoor,https://www.tfrrs.org/results/68576/4188078/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,100H,2021,FR-1,,,15.03,seconds,2021 Jim Click Shootout,2021-04-10,,,0.9,Outdoor,https://www.tfrrs.org/results/68576/4217262/2021_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Bingham, Kathryn",BYU,Big 12,400H,2021,FR-1,,,1:00.88,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188094/2021_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,400H,2021,SO-2,,,1:00.05,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188094/2021_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:02.72,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188094/2021_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Bolli, Layne",BYU,Big 12,400m,2021,FR-1,,,56.80,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188074/2021_Jim_Click_Shootout/400-Meters,TFRRS all_performances
"Jensen, Brinn",BYU,Big 12,400m,2021,JR-3,,,55.50,seconds,2021 Jim Click Shootout,2021-04-10,,,,Outdoor,https://www.tfrrs.org/results/68576/4188074/2021_Jim_Click_Shootout/400-Meters,TFRRS all_performances
"Moon, Mylee",BYU,Big 12,400H,2021,FR-1,,,1:05.00,seconds,2021 ISU Bengal Invitational,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68301/4207675/2021_ISU_Bengal_Invitational/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:02.51,seconds,2021 ISU Bengal Invitational,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68301/4207675/2021_ISU_Bengal_Invitational/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:03.63,seconds,2021 ISU Bengal Invitational,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68301/4207675/2021_ISU_Bengal_Invitational/400-Hurdles,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,100H,2021,FR-1,,,15.04,seconds,2021 BYU Robison Invitational,2021-04-21,,,0.3,Outdoor,https://www.tfrrs.org/results/69827/4258451/2021_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,100H,2021,FR-1,,,15.25,seconds,2021 BYU Robison Invitational,2021-04-21,,,0.3,Outdoor,https://www.tfrrs.org/results/69827/4258451/2021_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Broin, Erica",BYU,Big 12,100H,2021,FR-1,,,15.83,seconds,2021 BYU Robison Invitational,2021-04-21,,,0.1,Outdoor,https://www.tfrrs.org/results/69827/4258451/2021_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,100H,2021,JR-3,,,14.28,seconds,2021 BYU Robison Invitational,2021-04-21,,,0.3,Outdoor,https://www.tfrrs.org/results/69827/4258451/2021_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Tabugbo, Adaobi",BYU,Big 12,100H,2021,FR-1,,,13.90,seconds,2021 BYU Robison Invitational,2021-04-21,,,1.1,Outdoor,https://www.tfrrs.org/results/69827/4228592/2021_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Torgerson, Mayci",BYU,Big 12,100H,2021,FR-1,,,14.83,seconds,2021 BYU Robison Invitational,2021-04-21,,,0.3,Outdoor,https://www.tfrrs.org/results/69827/4258451/2021_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
"Bingham, Kathryn",BYU,Big 12,400H,2021,FR-1,,,1:04.11,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228604/2021_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Moon, Mylee",BYU,Big 12,400H,2021,FR-1,,,1:02.88,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228604/2021_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,400H,2021,SO-2,,,1:00.18,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228604/2021_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:01.99,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228604/2021_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
"Bolli, Layne",BYU,Big 12,400m,2021,FR-1,,,55.99,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228607/2021_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Ellsworth, Alena",BYU,Big 12,400m,2021,JR-3,,,53.26,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228607/2021_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Hunter, Meghan",BYU,Big 12,400m,2021,FR-1,,,54.39,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228607/2021_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Jensen, Brinn",BYU,Big 12,400m,2021,JR-3,,,55.53,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228607/2021_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Seymour, Claire",BYU,Big 12,400m,2021,SO-2,,,55.41,seconds,2021 BYU Robison Invitational,2021-04-21,,,,Outdoor,https://www.tfrrs.org/results/69827/4228607/2021_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
"Jensen, Brinn",BYU,Big 12,400m,2021,JR-3,,,55.92,seconds,West Coast Relays,2021-04-30,,,,Outdoor,https://www.tfrrs.org/results/68481/4247353/West_Coast_Relays/400-Meters,TFRRS all_performances
"Jensen, Brinn",BYU,Big 12,400m,2021,JR-3,,,55.92,seconds,Fresno St. West Coast Relays,2021-04-30,,,,Outdoor,https://www.tfrrs.org/results/70021/4240360/Fresno_St_West_Coast_Relays/400-Meters,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,100H,2021,FR-1,,,15.13,seconds,Weber State Twilight Invitational,2021-05-03,,,+0.0,Outdoor,https://www.tfrrs.org/results/69188/4249474/Weber_State_Twilight_Invitational/100-Hurdles,TFRRS all_performances
"Blackmon, Christina",BYU,Big 12,100H,2021,FR-1,,,14.88,seconds,Weber State Twilight Invitational,2021-05-03,,,0.3,Outdoor,https://www.tfrrs.org/results/69188/4249474/Weber_State_Twilight_Invitational/100-Hurdles,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,100H,2021,JR-3,,,14.19,seconds,Weber State Twilight Invitational,2021-05-03,,,1.8,Outdoor,https://www.tfrrs.org/results/69188/4249474/Weber_State_Twilight_Invitational/100-Hurdles,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,400H,2021,JR-3,,,58.96,seconds,Weber State Twilight Invitational,2021-05-03,,,,Outdoor,https://www.tfrrs.org/results/69188/4249501/Weber_State_Twilight_Invitational/400-Hurdles,TFRRS all_performances
"Bingham, Kathryn",BYU,Big 12,400H,2021,FR-1,,,1:00.68,seconds,KSU Ward Haylett,2021-05-07,,,,Outdoor,https://www.tfrrs.org/results/69667/4255509/KSU_Ward_Haylett/400-Hurdles,TFRRS all_performances
"Folsom, Halley",BYU,Big 12,400H,2021,JR-3,,,59.78,seconds,KSU Ward Haylett,2021-05-07,,,,Outdoor,https://www.tfrrs.org/results/69667/4255509/KSU_Ward_Haylett/400-Hurdles,TFRRS all_performances
"Perry, Kayla",BYU,Big 12,400H,2021,SO-2,,,1:00.22,seconds,KSU Ward Haylett,2021-05-07,,,,Outdoor,https://www.tfrrs.org/results/69667/4255509/KSU_Ward_Haylett/400-Hurdles,TFRRS all_performances
"Thomas, Kate",BYU,Big 12,400H,2021,FR-1,,,1:01.35,seconds,KSU Ward Haylett,2021-05-07,,,,Outdoor,https://www.tfrrs.org/results/69667/4255509/KSU_Ward_Haylett/400-Hurdles,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,100H,2021,FR-1,,,15.18,seconds,2021 BYU Cougar Invitational,2021-05-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/70274/4267861/2021_BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
"Bird, Cameron",BYU,Big 12,100H,2021,FR-1,,,15.20,seconds,2021 BYU Cougar Invitational,2021-05-14,,,0.3,Outdoor,https://www.tfrrs.org/results/70274/4264500/2021_BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
"Broin, Erica",BYU,Big 12,100H,2021,FR-1,,,16.00,seconds,2021 BYU Cougar Invitational,2021-05-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/70274/4267861/2021_BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
