index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
0,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,14.01,seconds,Baldy Castillo Invitational,2016-03-18,,,-0.8,Outdoor,https://www.tfrrs.org/results/44544/2718698/Baldy_Castillo_Invitational/100-Hurdles,TFRRS all_performances
1,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,13.81,seconds,Baldy Castillo Invitational,2016-03-18,,,-0.8,Outdoor,https://www.tfrrs.org/results/44544/2718698/Baldy_Castillo_Invitational/100-Hurdles,TFRRS all_performances
2,"Berry, Jasmine",Illinois,Big Ten,400H,2016,SO-2,,,1:02.00,seconds,Baldy Castillo Invitational,2016-03-18,,,,Outdoor,https://www.tfrrs.org/results/44544/2718685/Baldy_Castillo_Invitational/400-Hurdles,TFRRS all_performances
3,"Marry, Miranda",Illinois,Big Ten,400H,2016,SO-2,,,1:03.66,seconds,Baldy Castillo Invitational,2016-03-18,,,,Outdoor,https://www.tfrrs.org/results/44544/2718685/Baldy_Castillo_Invitational/400-Hurdles,TFRRS all_performances
4,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.19,m,Baldy Castillo Invitational,2016-03-18,,,0.7,Outdoor,https://www.tfrrs.org/results/44544/2718705/Baldy_Castillo_Invitational/Long-Jump,TFRRS all_performances
5,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.26,m,Baldy Castillo Invitational,2016-03-18,,,0.1,Outdoor,https://www.tfrrs.org/results/44544/2718705/Baldy_Castillo_Invitational/Long-Jump,TFRRS all_performances
6,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.46,m,Baldy Castillo Invitational,2016-03-18,,,0.1,Outdoor,https://www.tfrrs.org/results/44544/2718705/Baldy_Castillo_Invitational/Long-Jump,TFRRS all_performances
7,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.17,m,Baldy Castillo Invitational,2016-03-18,,,+0.0,Outdoor,https://www.tfrrs.org/results/44544/2718705/Baldy_Castillo_Invitational/Long-Jump,TFRRS all_performances
8,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.38,m,Baldy Castillo Invitational,2016-03-18,,,0.2,Outdoor,https://www.tfrrs.org/results/44544/2718705/Baldy_Castillo_Invitational/Long-Jump,TFRRS all_performances
9,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.62,m,Baldy Castillo Invitational,2016-03-18,,,+0.0,Outdoor,https://www.tfrrs.org/results/44544/2718705/Baldy_Castillo_Invitational/Long-Jump,TFRRS all_performances
10,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,13.94,seconds,Vanderbilt Black and Gold Invitational,2016-03-25,,,1.2,Outdoor,https://www.tfrrs.org/results/44883/2738348/Vanderbilt_Black_and_Gold_Invitational/100-Hurdles,TFRRS all_performances
11,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,13.65,seconds,Vanderbilt Black and Gold Invitational,2016-03-25,,,1.2,Outdoor,https://www.tfrrs.org/results/44883/2738348/Vanderbilt_Black_and_Gold_Invitational/100-Hurdles,TFRRS all_performances
12,"Berry, Jasmine",Illinois,Big Ten,400H,2016,SO-2,,,1:03.11,seconds,Vanderbilt Black and Gold Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44883/2738335/Vanderbilt_Black_and_Gold_Invitational/400-Hurdles,TFRRS all_performances
13,"Mehta, Twinkle",Illinois,Big Ten,400m,2016,FR-1,,,58.98,seconds,Vanderbilt Black and Gold Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44883/2738371/Vanderbilt_Black_and_Gold_Invitational/400-Meters,TFRRS all_performances
14,"Rakosnik, Lindsey",Illinois,Big Ten,400m,2016,JR-3,,,57.05,seconds,Vanderbilt Black and Gold Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44883/2738371/Vanderbilt_Black_and_Gold_Invitational/400-Meters,TFRRS all_performances
15,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.27,m,Vanderbilt Black and Gold Invitational,2016-03-25,,,0.2,Outdoor,https://www.tfrrs.org/results/44883/2738365/Vanderbilt_Black_and_Gold_Invitational/Long-Jump,TFRRS all_performances
16,"Hargrove, Sade",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.16,m,Vanderbilt Black and Gold Invitational,2016-03-25,,,0.3,Outdoor,https://www.tfrrs.org/results/44883/2738365/Vanderbilt_Black_and_Gold_Invitational/Long-Jump,TFRRS all_performances
17,"Hargrove, Sade",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.51,m,Vanderbilt Black and Gold Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44883/2738365/Vanderbilt_Black_and_Gold_Invitational/Long-Jump,TFRRS all_performances
18,"Berry, Jasmine",Illinois,Big Ten,400m,2016,SO-2,,,58.85,seconds,EIU Big Blue Classic 2016,2016-03-31,,,,Outdoor,https://www.tfrrs.org/results/45237/2760761/EIU_Big_Blue_Classic_2016/400-Meters,TFRRS all_performances
19,"Mehta, Twinkle",Illinois,Big Ten,400m,2016,FR-1,,,1:01.13,seconds,EIU Big Blue Classic 2016,2016-03-31,,,,Outdoor,https://www.tfrrs.org/results/45237/2760761/EIU_Big_Blue_Classic_2016/400-Meters,TFRRS all_performances
20,"Rakosnik, Lindsey",Illinois,Big Ten,400m,2016,JR-3,,,58.86,seconds,EIU Big Blue Classic 2016,2016-03-31,,,,Outdoor,https://www.tfrrs.org/results/45237/2760761/EIU_Big_Blue_Classic_2016/400-Meters,TFRRS all_performances
21,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.47,m,EIU Big Blue Classic 2016,2016-03-31,,,1.3,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
22,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.72,m,EIU Big Blue Classic 2016,2016-03-31,,,0.6,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
23,"Hargrove, Sade",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.41,m,EIU Big Blue Classic 2016,2016-03-31,,,0.5,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
24,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,4.78,m,EIU Big Blue Classic 2016,2016-03-31,,,0.4,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
25,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.49,m,EIU Big Blue Classic 2016,2016-03-31,,,1.4,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
26,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.52,m,EIU Big Blue Classic 2016,2016-03-31,,,+0.0,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
27,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.68,m,EIU Big Blue Classic 2016,2016-03-31,,,1.6,Outdoor,https://www.tfrrs.org/results/45237/2760768/EIU_Big_Blue_Classic_2016/Long-Jump,TFRRS all_performances
28,"Berry, Jasmine",Illinois,Big Ten,400H,2016,SO-2,,,1:03.16,seconds,UCF vs Illinois Dual,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/44793/2782435/UCF_vs_Illinois_Dual_/400-Hurdles,TFRRS all_performances
29,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.30,m,UCF vs Illinois Dual,2016-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/44793/2782428/UCF_vs_Illinois_Dual_/Long-Jump,TFRRS all_performances
30,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.52,m,UCF vs Illinois Dual,2016-04-09,,,1.0,Outdoor,https://www.tfrrs.org/results/44793/2782428/UCF_vs_Illinois_Dual_/Long-Jump,TFRRS all_performances
31,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.35,m,UCF vs Illinois Dual,2016-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/44793/2782428/UCF_vs_Illinois_Dual_/Long-Jump,TFRRS all_performances
32,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.41,m,UCF vs Illinois Dual,2016-04-09,,,1.0,Outdoor,https://www.tfrrs.org/results/44793/2782428/UCF_vs_Illinois_Dual_/Long-Jump,TFRRS all_performances
33,"Seymour, Pedrya",Illinois,Big Ten,100H,2016,JR-3,,,13.40,seconds,Illinois Twilight,2016-04-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/42201/2827788/Illinois_Twilight/100-Hurdles,TFRRS all_performances
34,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,14.19,seconds,Illinois Twilight,2016-04-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/42201/2827788/Illinois_Twilight/100-Hurdles,TFRRS all_performances
35,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,13.59,seconds,Illinois Twilight,2016-04-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/42201/2827788/Illinois_Twilight/100-Hurdles,TFRRS all_performances
36,"Berry, Jasmine",Illinois,Big Ten,400H,2016,SO-2,,,1:01.24,seconds,Illinois Twilight,2016-04-23,,,,Outdoor,https://www.tfrrs.org/results/42201/2827825/Illinois_Twilight/400-Hurdles,TFRRS all_performances
37,"Hargrove, Sade",Illinois,Big Ten,400m,2016,FR-1,,,56.59,seconds,Illinois Twilight,2016-04-23,,,,Outdoor,https://www.tfrrs.org/results/42201/2827827/Illinois_Twilight/400-Meters,TFRRS all_performances
38,"Marry, Miranda",Illinois,Big Ten,400m,2016,SO-2,,,59.58,seconds,Illinois Twilight,2016-04-23,,,,Outdoor,https://www.tfrrs.org/results/42201/2827827/Illinois_Twilight/400-Meters,TFRRS all_performances
39,"Mehta, Twinkle",Illinois,Big Ten,400m,2016,FR-1,,,58.22,seconds,Illinois Twilight,2016-04-23,,,,Outdoor,https://www.tfrrs.org/results/42201/2827827/Illinois_Twilight/400-Meters,TFRRS all_performances
40,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.47,m,Illinois Twilight,2016-04-23,,,-1.8,Outdoor,https://www.tfrrs.org/results/42201/2827820/Illinois_Twilight/Long-Jump,TFRRS all_performances
41,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.66,m,Illinois Twilight,2016-04-23,,,0.5,Outdoor,https://www.tfrrs.org/results/42201/2827820/Illinois_Twilight/Long-Jump,TFRRS all_performances
42,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.68,m,Illinois Twilight,2016-04-23,,,0.6,Outdoor,https://www.tfrrs.org/results/42201/2827820/Illinois_Twilight/Long-Jump,TFRRS all_performances
43,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.50,m,Illinois Twilight,2016-04-23,,,0.4,Outdoor,https://www.tfrrs.org/results/42201/2827820/Illinois_Twilight/Long-Jump,TFRRS all_performances
44,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.51,m,Illinois Twilight,2016-04-23,,,-2.0,Outdoor,https://www.tfrrs.org/results/42201/2827820/Illinois_Twilight/Long-Jump,TFRRS all_performances
45,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.57,m,Illinois Twilight,2016-04-23,,,0.1,Outdoor,https://www.tfrrs.org/results/42201/2827820/Illinois_Twilight/Long-Jump,TFRRS all_performances
46,"Seymour, Pedrya",Illinois,Big Ten,100H,2016,JR-3,,,13.17,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.8,Outdoor,https://www.tfrrs.org/results/46333/2844037/2016_Drake_Relays_presented_by_Hy-Vee/100-Hurdles,TFRRS all_performances
47,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,14.01,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.1,Outdoor,https://www.tfrrs.org/results/46333/2844037/2016_Drake_Relays_presented_by_Hy-Vee/100-Hurdles,TFRRS all_performances
48,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,13.63,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,0.8,Outdoor,https://www.tfrrs.org/results/46333/2844037/2016_Drake_Relays_presented_by_Hy-Vee/100-Hurdles,TFRRS all_performances
49,"Berry, Jasmine",Illinois,Big Ten,400H,2016,SO-2,,,1:06.03,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,,Outdoor,https://www.tfrrs.org/results/46333/2844027/2016_Drake_Relays_presented_by_Hy-Vee/400-Hurdles,TFRRS all_performances
50,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.32,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
51,"Rogers, Janile",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.35,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.5,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
52,"Seymour, Pedrya",Illinois,Big Ten,100H,2016,JR-3,,,13.18,seconds,Illini Open,2016-05-04,,,2.0,Outdoor,https://www.tfrrs.org/results/44528/2855283/Illini_Open/100-Hurdles,TFRRS all_performances
53,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,13.69,seconds,Illini Open,2016-05-04,,,2.0,Outdoor,https://www.tfrrs.org/results/44528/2855283/Illini_Open/100-Hurdles,TFRRS all_performances
54,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,20.38,seconds,Illini Open,2016-05-04,,,2.0,Outdoor,https://www.tfrrs.org/results/44528/2855283/Illini_Open/100-Hurdles,TFRRS all_performances
55,"Marry, Miranda",Illinois,Big Ten,400m,2016,SO-2,,,59.19,seconds,Illini Open,2016-05-04,,,,Outdoor,https://www.tfrrs.org/results/44528/2855306/Illini_Open/400-Meters,TFRRS all_performances
56,"Mehta, Twinkle",Illinois,Big Ten,400m,2016,FR-1,,,59.90,seconds,Illini Open,2016-05-04,,,,Outdoor,https://www.tfrrs.org/results/44528/2855306/Illini_Open/400-Meters,TFRRS all_performances
57,"Seymour, Pedrya",Illinois,Big Ten,100H,2016,JR-3,,,12.92,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,-0.5,Outdoor,https://www.tfrrs.org/results/45804/2876218/Big_Ten_Conference_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
58,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,13.96,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.4,Outdoor,https://www.tfrrs.org/results/45804/2876218/Big_Ten_Conference_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
59,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,13.75,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,-0.5,Outdoor,https://www.tfrrs.org/results/45804/2876218/Big_Ten_Conference_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
60,"Berry, Jasmine",Illinois,Big Ten,400H,2016,SO-2,,,1:01.26,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
61,"Hargrove, Sade",Illinois,Big Ten,400m,2016,FR-1,,,57.14,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876225/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
62,"Driver, Briana",Illinois,Big Ten,Long Jump,2016,FR-1,,,5.76,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,0.9,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
63,"Seymour, Pedrya",Illinois,Big Ten,100H,2016,JR-3,,,12.95,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,1.3,Outdoor,https://www.tfrrs.org/results/46681/2882659/NCAA_Division_I_-_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
64,"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2016,JR-3,,,13.60,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,0.6,Outdoor,https://www.tfrrs.org/results/46681/2882659/NCAA_Division_I_-_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
65,"Stewart, Jayla",Illinois,Big Ten,100H,2016,FR-1,,,13.40,seconds,NCAA Division I - West Preliminary Round,2016-05-26,,,0.2,Outdoor,https://www.tfrrs.org/results/46681/2882659/NCAA_Division_I_-_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
66,"Seymour, Pedrya",Illinois,Big Ten,100H,2016,JR-3,,,12.86,seconds,NCAA Division I Track & Field Championships,2016-06-08,,,0.9,Outdoor,https://www.tfrrs.org/results/46699/2884186/NCAA_Division_I_Track__Field_Championships/100-Hurdles,TFRRS all_performances
67,"Dowell, Kristen",Nebraska,Big Ten,100H,2016,SO-2,,,14.25,seconds,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.9,Outdoor,https://www.tfrrs.org/results/44896/2740079/Pac-12_vs_Big_10_Invitational/100-Hurdles,TFRRS all_performances
68,"Freeman, Chanel",Nebraska,Big Ten,100H,2016,FR-1,,,13.35,seconds,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.9,Outdoor,https://www.tfrrs.org/results/44896/2740079/Pac-12_vs_Big_10_Invitational/100-Hurdles,TFRRS all_performances
69,"Simmons, Lamisha",Nebraska,Big Ten,100H,2016,FR-1,,,14.42,seconds,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.9,Outdoor,https://www.tfrrs.org/results/44896/2740079/Pac-12_vs_Big_10_Invitational/100-Hurdles,TFRRS all_performances
70,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,58.40,seconds,Pac-12 vs Big 10 Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44896/2740081/Pac-12_vs_Big_10_Invitational/400-Hurdles,TFRRS all_performances
71,"Dowell, Kristen",Nebraska,Big Ten,400H,2016,SO-2,,,1:01.12,seconds,Pac-12 vs Big 10 Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44896/2740081/Pac-12_vs_Big_10_Invitational/400-Hurdles,TFRRS all_performances
72,"Pahlitzsch, Karolina",Nebraska,Big Ten,400m,2016,SO-2,,,55.51,seconds,Pac-12 vs Big 10 Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/44896/2740103/Pac-12_vs_Big_10_Invitational/400-Meters,TFRRS all_performances
73,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.39,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.8,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
74,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.43,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
75,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.48,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.2,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
76,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.61,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.8,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
77,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.69,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.2,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
78,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.81,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
79,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.55,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
80,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.75,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.3,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
81,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.80,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.5,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
82,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.85,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.3,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
83,"Jones, Danielle",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.21,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.9,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
84,"Jones, Danielle",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.63,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
85,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.62,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
86,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.65,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
87,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.72,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
88,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.78,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
89,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.79,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.8,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
90,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.86,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
91,"Mercurio, Angela",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.23,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
92,"Mercurio, Angela",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.24,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.6,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
93,"Mercurio, Angela",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.35,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
94,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.21,m,Pac-12 vs Big 10 Invitational,2016-03-25,,,0.2,Outdoor,https://www.tfrrs.org/results/44896/2740092/Pac-12_vs_Big_10_Invitational/Long-Jump,TFRRS all_performances
95,"Dowell, Kristen",Nebraska,Big Ten,100H,2016,SO-2,,,14.44,seconds,2016 Husker Spring Invitational,2016-04-09,,,0.8,Outdoor,https://www.tfrrs.org/results/42046/2782124/2016_Husker_Spring_Invitational/100-Hurdles,TFRRS all_performances
96,"Freeman, Chanel",Nebraska,Big Ten,100H,2016,FR-1,,,13.95,seconds,2016 Husker Spring Invitational,2016-04-09,,,0.8,Outdoor,https://www.tfrrs.org/results/42046/2782124/2016_Husker_Spring_Invitational/100-Hurdles,TFRRS all_performances
97,"Simmons, Lamisha",Nebraska,Big Ten,100H,2016,FR-1,,,14.38,seconds,2016 Husker Spring Invitational,2016-04-09,,,1.3,Outdoor,https://www.tfrrs.org/results/42046/2782124/2016_Husker_Spring_Invitational/100-Hurdles,TFRRS all_performances
98,"Smith, Morgan",Nebraska,Big Ten,100H,2016,SO-2,,,14.23,seconds,2016 Husker Spring Invitational,2016-04-09,,,0.8,Outdoor,https://www.tfrrs.org/results/42046/2782124/2016_Husker_Spring_Invitational/100-Hurdles,TFRRS all_performances
99,"Dworak, Morgan",Nebraska,Big Ten,400H,2016,SO-2,,,1:04.50,seconds,2016 Husker Spring Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/42046/2782151/2016_Husker_Spring_Invitational/400-Hurdles,TFRRS all_performances
100,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,1:00.30,seconds,2016 Husker Spring Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/42046/2782151/2016_Husker_Spring_Invitational/400-Hurdles,TFRRS all_performances
101,"Barge, Jasmine",Nebraska,Big Ten,400m,2016,FR-1,,,56.54,seconds,2016 Husker Spring Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/42046/2782145/2016_Husker_Spring_Invitational/400-Meters,TFRRS all_performances
